ENSEMBL Gene ID,Entrez ID,Gene Symbol,isGlycogene
ENSG00000074201,1207,CLNS1A,No
ENSG00000178301,282679,AQP11,No
ENSG00000048649,51773,RSF1,No
ENSG00000087884,28971,AAMDC,No
ENSG00000149262,92105,INTS4,No
ENSG00000151364,65987,KCTD14,No
ENSG00000259112,100532726,NDUFC2-KCTD14,No
ENSG00000151365,7069,THRSP,No
ENSG00000151366,4718,NDUFC2,No
ENSG00000159063,79053,ALG8,Yes
ENSG00000188997,283219,KCTD21,No
ENSG00000118369,57558,USP35,No
ENSG00000033327,9846,GAB2,No
ENSG00000137513,79731,NARS2,No
ENSG00000149256,26011,TENM4,No
ENSG00000182103,220382,FAM181B,No
ENSG00000137509,5547,PRCP,No
ENSG00000165490,220042,DDIAS,No
ENSG00000137502,27314,RAB30,No
ENSG00000165494,51585,PCF11,No
ENSG00000137494,338699,ANKRD42,No
ENSG00000137500,60492,CCDC90B,No
ENSG00000150672,1740,DLG2,No
ENSG00000171204,55863,TMEM126B,No
ENSG00000171202,84233,TMEM126A,No
ENSG00000137504,58487,CREBZF,No
ENSG00000179071,220388,CCDC89,No
ENSG00000137501,54843,SYTL2,No
ENSG00000150676,220047,CCDC83,No
ENSG00000073921,8301,PICALM,No
ENSG00000074266,8726,EED,No
ENSG00000149196,51501,HIKESHI,No
ENSG00000149201,60494,CCDC81,No
ENSG00000151376,10873,ME3,No
ENSG00000150687,11098,PRSS23,No
ENSG00000174804,8322,FZD4,No
ENSG00000166575,65084,TMEM135,No
ENSG00000123892,23682,RAB38,No
ENSG00000109861,1075,CTSC,No
ENSG00000168959,2915,GRM5,No
ENSG00000077498,7299,TYR,No
ENSG00000086991,50507,NOX4,No
ENSG00000214414,390231,TRIM77,No
ENSG00000168930,57093,TRIM49,No
ENSG00000189253,642446,TRIM64B,No
ENSG00000223417,399939,TRIM49D1,No
ENSG00000233802,729384,TRIM49D2,No
ENSG00000204450,120146,TRIM64,No
ENSG00000204449,642612,TRIM49C,No
ENSG00000255009,642623,UBTFL1,No
ENSG00000077616,10003,NAALAD2,No
ENSG00000110172,26973,CHORDC1,No
ENSG00000165323,120114,FAT3,No
ENSG00000134640,4544,MTNR1B,No
ENSG00000180773,120103,SLC36A4,No
ENSG00000165325,159989,DEUP1,No
ENSG00000166002,56935,SMCO4,No
ENSG00000166004,85459,CEP295,No
ENSG00000166012,79101,TAF1D,No
ENSG00000182919,28970,C11orf54,No
ENSG00000284057,,RP11-606E8.2,No
ENSG00000042429,9440,MED17,No
ENSG00000214376,387804,VSTM5,No
ENSG00000181333,341208,HEPHL1,No
ENSG00000110218,24145,PANX1,No
ENSG00000183560,390243,IZUMO1R,No
ENSG00000123901,10888,GPR83,No
ENSG00000020922,4361,MRE11,No
ENSG00000168876,54851,ANKRD49,No
ENSG00000257057,643037,C11orf97,No
ENSG00000196371,2526,FUT4,Yes
ENSG00000134627,143689,PIWIL4,No
ENSG00000166025,154810,AMOTL1,No
ENSG00000150316,51503,CWC15,No
ENSG00000186280,55693,KDM4D,No
ENSG00000235268,390245,KDM4E,No
ENSG00000255855,,KDM4F,No
ENSG00000263465,10929,SRSF8,No
ENSG00000149218,23052,ENDOD1,No
ENSG00000149212,143686,SESN3,No
ENSG00000077458,143684,FAM76B,No
ENSG00000166037,9702,CEP57,No
ENSG00000087053,8898,MTMR2,No
ENSG00000184384,84441,MAML2,No
ENSG00000149231,79780,CCDC82,No
ENSG00000183340,8690,JRKL,No
ENSG00000149972,53942,CNTN5,No
ENSG00000165895,143872,ARHGAP42,No
ENSG00000082175,5241,PGR,No
ENSG00000137672,7225,TRPC6,No
ENSG00000187151,253935,ANGPTL5,No
ENSG00000110318,57562,CEP126,No
ENSG00000137691,85016,CFAP300,No
ENSG00000137693,10413,YAP1,No
ENSG00000023445,330,BIRC3,No
ENSG00000110330,329,BIRC2,No
ENSG00000152558,114908,TMEM123,No
ENSG00000137673,4316,MMP7,No
ENSG00000137674,9313,MMP20,No
ENSG00000137675,64066,MMP27,No
ENSG00000118113,4317,MMP8,No
ENSG00000166670,4319,MMP10,No
ENSG00000196611,4312,MMP1,No
ENSG00000149968,4314,MMP3,No
ENSG00000262406,4321,MMP12,No
ENSG00000137745,4322,MMP13,No
ENSG00000137692,84259,DCUN1D5,No
ENSG00000187240,79659,DYNC2H1,No
ENSG00000170962,80310,PDGFD,No
ENSG00000170967,414301,DDI1,No
ENSG00000204403,,CASP12,No
ENSG00000196954,837,CASP4,No
ENSG00000137757,838,CASP5,No
ENSG00000137752,834,CASP1,No
ENSG00000204397,114769,CARD16,No
ENSG00000255501,59082,CARD18,No
ENSG00000152578,2893,GRIA4,No
ENSG00000170903,84437,MSANTD4,No
ENSG00000182359,143879,KBTBD3,No
ENSG00000149313,60496,AASDHPPT,No
ENSG00000152402,2977,GUCY1A2,No
ENSG00000152404,143884,CWF19L2,No
ENSG00000137760,91801,ALKBH8,No
ENSG00000110675,55531,ELMOD1,No
ENSG00000170290,6588,SLN,No
ENSG00000110660,54733,SLC35F2,No
ENSG00000179331,54734,RAB39A,No
ENSG00000166266,8065,CUL5,No
ENSG00000075239,38,ACAT1,No
ENSG00000149308,4863,NPAT,No
ENSG00000149311,472,ATM,No
ENSG00000166323,160140,C11orf65,No
ENSG00000178202,143888,POGLUT3,Yes
ENSG00000110723,23086,EXPH5,No
ENSG00000178105,1662,DDX10,No
ENSG00000185742,399947,C11orf87,No
ENSG00000137710,5962,RDX,No
ENSG00000149289,85463,ZC3H12C,No
ENSG00000137714,2230,FDX1,No
ENSG00000137727,57569,ARHGAP20,No
ENSG00000150750,341032,C11orf53,No
ENSG00000214290,120376,COLCA2,No
ENSG00000110777,5450,POU2AF1,No
ENSG00000137707,54766,BTG4,No
ENSG00000183644,399949,HOATZ,No
ENSG00000204381,143903,LAYN,No
ENSG00000170145,23235,SIK2,No
ENSG00000137713,5519,PPP2R1B,No
ENSG00000086848,79796,ALG9,Yes
ENSG00000258529,,RP11-108O10.8,No
ENSG00000255561,91893,FDXACB1,No
ENSG00000137720,64776,C11orf1,No
ENSG00000109846,1410,CRYAB,No
ENSG00000170276,3316,HSPB2,No
ENSG00000254445,,HSPB2-C11orf52,No
ENSG00000149300,91894,C11orf52,No
ENSG00000150764,85458,DIXDC1,No
ENSG00000150768,1737,DLAT,No
ENSG00000150773,120379,PIH1D2,No
ENSG00000150776,55216,NKAPD1,No
ENSG00000150779,26521,TIMM8B,No
ENSG00000204370,6392,SDHD,No
ENSG00000255292,,AP002884.2,No
ENSG00000150782,3606,IL18,No
ENSG00000150783,56158,TEX12,No
ENSG00000197580,83875,BCO2,No
ENSG00000150787,5805,PTS,No
ENSG00000188771,349633,PLET1,No
ENSG00000149294,4684,NCAM1,No
ENSG00000149292,54970,TTC12,No
ENSG00000170209,255239,ANKK1,No
ENSG00000149295,1813,DRD2,No
ENSG00000166682,80975,TMPRSS5,No
ENSG00000086827,9183,ZW10,No
ENSG00000228607,644672,CLDN25,No
ENSG00000048028,57646,USP28,No
ENSG00000149305,9177,HTR3B,No
ENSG00000166736,3359,HTR3A,No
ENSG00000109906,7704,ZBTB16,No
ENSG00000166741,4837,NNMT,No
ENSG00000180425,54494,C11orf71,No
ENSG00000076053,10179,RBM7,No
ENSG00000255663,,RP11-212D19.4,No
ENSG00000076043,25996,REXO2,No
ENSG00000095110,120400,NXPE1,No
ENSG00000137634,54827,NXPE4,No
ENSG00000204361,120406,NXPE2,No
ENSG00000182985,23705,CADM1,No
ENSG00000137656,84811,BUD13,No
ENSG00000109917,8882,ZPR1,No
ENSG00000110243,116519,APOA5,No
ENSG00000110244,337,APOA4,No
ENSG00000110245,345,APOC3,No
ENSG00000118137,335,APOA1,No
ENSG00000160584,23387,SIK3,No
ENSG00000168092,5049,PAFAH1B2,No
ENSG00000149577,51092,SIDT2,No
ENSG00000149591,6876,TAGLN,No
ENSG00000160613,9159,PCSK7,No
ENSG00000167257,257160,RNF214,No
ENSG00000186318,23621,BACE1,No
ENSG00000110274,22897,CEP164,No
ENSG00000177103,57453,DSCAML1,No
ENSG00000137731,486,FXYD2,No
ENSG00000255245,100533181,FXYD6-FXYD2,No
ENSG00000137726,53826,FXYD6,No
ENSG00000137747,84000,TMPRSS13,No
ENSG00000110324,3587,IL10RA,No
ENSG00000255274,100526771,SMIM35,No
ENSG00000137648,56649,TMPRSS4,No
ENSG00000177098,6330,SCN4B,No
ENSG00000149575,6327,SCN2B,No
ENSG00000160593,120425,JAML,No
ENSG00000160588,196264,MPZL3,No
ENSG00000149573,10205,MPZL2,No
ENSG00000198851,916,CD3E,No
ENSG00000167286,915,CD3D,No
ENSG00000160654,917,CD3G,No
ENSG00000110344,9354,UBE4A,No
ENSG00000285827,,RP11-770J1.8,No
ENSG00000167283,10632,ATP5MG,No
ENSG00000118058,4297,KMT2A,No
ENSG00000172425,143941,TTC36,No
ENSG00000149582,84866,TMEM25,No
ENSG00000118096,56912,IFT46,No
ENSG00000095139,372,ARCN1,No
ENSG00000019144,23187,PHLDB1,No
ENSG00000118094,11181,TREH,No
ENSG00000110367,1656,DDX6,No
ENSG00000160683,643,CXCR5,No
ENSG00000186174,283149,BCL9L,No
ENSG00000110375,7379,UPK2,No
ENSG00000176302,283150,FOXR1,No
ENSG00000186166,338657,CENATAC,No
ENSG00000118181,6230,RPS25,No
ENSG00000196655,51399,TRAPPC4,No
ENSG00000137700,2542,SLC37A4,No
ENSG00000149428,10525,HYOU1,Yes
ENSG00000160695,55823,VPS11,No
ENSG00000256269,3145,HMBS,No
ENSG00000188486,3014,H2AX,No
ENSG00000172269,1798,DPAGT1,Yes
ENSG00000172375,9854,C2CD2L,No
ENSG00000172273,25988,HINFP,No
ENSG00000172350,64137,ABCG4,No
ENSG00000160703,79671,NLRX1,No
ENSG00000172367,79849,PDZD3,No
ENSG00000248712,283152,CCDC153,No
ENSG00000110395,867,CBL,No
ENSG00000076706,4162,MCAM,No
ENSG00000173456,79102,RNF26,No
ENSG00000223953,114902,C1QTNF5,No
ENSG00000235718,83552,MFRP,No
ENSG00000036672,9099,USP2,No
ENSG00000154096,7070,THY1,No
ENSG00000110400,5818,NECTIN1,No
ENSG00000137699,23650,TRIM29,No
ENSG00000184232,220323,OAF,No
ENSG00000137709,25833,POU2F3,No
ENSG00000181264,219902,TLCD5,No
ENSG00000196914,23365,ARHGEF12,No
ENSG00000149403,2900,GRIK4,No
ENSG00000154114,219899,TBCEL,No
ENSG00000285509,,TBCEL-TECTA,No
ENSG00000109927,7007,TECTA,No
ENSG00000109929,6309,SC5D,No
ENSG00000137642,6653,SORL1,No
ENSG00000259571,414899,BLID,No
ENSG00000154127,84959,UBASH3B,No
ENSG00000109943,56253,CRTAM,No
ENSG00000109944,79864,JHY,No
ENSG00000188909,390259,BSX,No
ENSG00000109971,3312,HSPA8,No
ENSG00000166250,79827,CLMP,No
ENSG00000023171,57476,GRAMD1B,No
ENSG00000166257,55800,SCN3B,No
ENSG00000166261,7753,ZNF202,No
ENSG00000221931,390260,OR6X1,No
ENSG00000196099,390261,OR6M1,No
ENSG00000204300,338661,TMEM225,No
ENSG00000181518,338662,OR8D4,No
ENSG00000171014,219875,OR4D5,No
ENSG00000181499,219874,OR6T1,No
ENSG00000196248,219873,OR10S1,No
ENSG00000198674,79490,OR10G6,No
ENSG00000254737,390264,OR10G4,No
ENSG00000236981,219870,OR10G9,No
ENSG00000234560,219869,OR10G8,No
ENSG00000182634,390265,OR10G7,No
ENSG00000110002,4013,VWA5A,No
ENSG00000197309,26497,OR10D3,No
ENSG00000255425,387815,OR8G3P,No
ENSG00000181214,26492,OR8G2P,No
ENSG00000197849,26494,OR8G1,No
ENSG00000255298,219865,OR8G5,No
ENSG00000196341,283159,OR8D1,No
ENSG00000279116,283160,OR8D2,No
ENSG00000284680,26595,OR8B2,No
ENSG00000284609,390271,OR8B3,No
ENSG00000280090,283162,OR8B4,No
ENSG00000197125,26493,OR8B8,No
ENSG00000170953,219858,OR8B12,No
ENSG00000196119,390275,OR8A1,No
ENSG00000154143,116337,PANX3,No
ENSG00000154144,84897,TBRG1,No
ENSG00000110013,54414,SIAE,Yes
ENSG00000064199,53340,SPA17,No
ENSG00000154146,4900,NRGN,No
ENSG00000019102,23584,VSIG2,No
ENSG00000149564,90952,ESAM,No
ENSG00000120458,79684,MSANTD2,No
ENSG00000154134,64221,ROBO3,No
ENSG00000154133,54538,ROBO4,No
ENSG00000165478,220296,HEPACAM,No
ENSG00000221932,,HEPN1,No
ENSG00000149548,80071,CCDC15,No
ENSG00000134955,219855,SLC37A2,No
ENSG00000150433,219854,TMEM218,No
ENSG00000165495,63876,PKNOX2,No
ENSG00000149557,9638,FEZ1,No
ENSG00000149547,9538,EI24,No
ENSG00000134910,3703,STT3A,Yes
ENSG00000149554,1111,CHEK1,No
ENSG00000134940,56,ACRV1,No
ENSG00000171053,160065,PATE1,No
ENSG00000196844,399967,PATE2,No
ENSG00000236027,100169851,PATE3,No
ENSG00000237353,399968,PATE4,No
ENSG00000198331,219844,HYLS1,No
ENSG00000110060,83480,PUS3,No
ENSG00000109832,29118,DDX25,No
ENSG00000283703,338667,VSIG10L2,No
ENSG00000064309,50937,CDON,No
ENSG00000165526,84881,RPUSD4,No
ENSG00000197798,79607,FAM118B,No
ENSG00000182934,6734,SRPRA,No
ENSG00000110074,55572,FOXRED1,No
ENSG00000150455,114609,TIRAP,No
ENSG00000110063,28960,DCPS,No
ENSG00000110080,6484,ST3GAL4,Yes
ENSG00000149571,84623,KIRREL3,No
ENSG00000134954,2113,ETS1,No
ENSG00000151702,2313,FLI1,No
ENSG00000151704,3758,KCNJ1,No
ENSG00000120457,3762,KCNJ5,No
ENSG00000120471,63970,TP53AIP1,No
ENSG00000134909,9743,ARHGAP32,No
ENSG00000043039,8538,BARX2,No
ENSG00000151715,120224,TMEM45B,No
ENSG00000170322,4798,NFRKB,No
ENSG00000170325,56980,PRDM10,No
ENSG00000084234,334,APLP2,No
ENSG00000149418,6768,ST14,No
ENSG00000196323,29068,ZBTB44,No
ENSG00000134917,11095,ADAMTS8,No
ENSG00000166106,170689,ADAMTS15,No
ENSG00000120451,399979,SNX19,No
ENSG00000182667,50863,NTM,No
ENSG00000183715,4978,OPCML,No
ENSG00000166118,219938,SPATA19,No
ENSG00000080854,22997,IGSF9B,No
ENSG00000166086,83700,JAM3,No
ENSG00000151503,23310,NCAPD3,No
ENSG00000151502,112936,VPS26B,No
ENSG00000151500,29087,THYN1,No
ENSG00000151498,27034,ACAD8,No
ENSG00000166105,112937,GLB1L3,No
ENSG00000149328,89944,GLB1L2,No
ENSG00000109956,27087,B3GAT1,Yes
ENSG00000120645,440073,IQSEC3,No
ENSG00000111181,6539,SLC6A12,No
ENSG00000010379,6540,SLC6A13,No
ENSG00000073614,5927,KDM5A,No
ENSG00000120647,84318,CCDC77,No
ENSG00000139044,283358,B4GALNT3,Yes
ENSG00000171840,4815,NINJ2,No
ENSG00000060237,65125,WNK1,No
ENSG00000002016,5893,RAD52,No
ENSG00000082805,23085,ERC1,No
ENSG00000111186,81029,WNT5B,No
ENSG00000171823,144699,FBXL14,No
ENSG00000006831,79602,ADIPOR2,No
ENSG00000151062,93589,CACNA2D4,No
ENSG00000166159,654429,LRTM2,No
ENSG00000151065,196513,DCP1B,No
ENSG00000151067,775,CACNA1C,No
ENSG00000004478,2288,FKBP4,No
ENSG00000111203,55846,ITFG2,No
ENSG00000053702,83714,NRIP2,No
ENSG00000283297,101929469,TEX52,No
ENSG00000111206,2305,FOXM1,No
ENSG00000171792,83695,RHNO1,No
ENSG00000078246,7289,TULP3,No
ENSG00000197905,7004,TEAD4,No
ENSG00000011105,10867,TSPAN9,No
ENSG00000111218,56341,PRMT8,No
ENSG00000130038,84766,CRACR2A,No
ENSG00000111224,57097,PARP11,No
ENSG00000118971,894,CCND2,No
ENSG00000285901,,RP11-388F6.5,No
ENSG00000078237,57103,TIGAR,No
ENSG00000118972,8074,FGF23,No
ENSG00000111241,2251,FGF6,No
ENSG00000047621,57102,C12orf4,No
ENSG00000111247,10635,RAD51AP1,No
ENSG00000010219,8798,DYRK4,No
ENSG00000272921,,RP11-500M8.7,No
ENSG00000111254,10566,AKAP3,No
ENSG00000139180,4704,NDUFA9,No
ENSG00000255639,,RP11-234B24.6,No
ENSG00000130035,26290,GALNT8,Yes
ENSG00000151079,3742,KCNA6,No
ENSG00000111262,3736,KCNA1,No
ENSG00000130037,3741,KCNA5,No
ENSG00000185652,4908,NTF3,No
ENSG00000047617,57101,ANO2,No
ENSG00000110799,7450,VWF,No
ENSG00000010278,928,CD9,No
ENSG00000008323,55200,PLEKHG6,No
ENSG00000067182,7132,TNFRSF1A,No
ENSG00000111319,6337,SCNN1A,No
ENSG00000111321,4055,LTBR,No
ENSG00000139193,939,CD27,No
ENSG00000139192,55080,TAPBPL,No
ENSG00000139190,6843,VAMP1,No
ENSG00000111639,51258,MRPL51,No
ENSG00000010292,9918,NCAPD2,No
ENSG00000111640,2597,GAPDH,No
ENSG00000010295,25900,IFFO1,No
ENSG00000111641,4839,NOP2,No
ENSG00000285238,,RP5-940J5.10,No
ENSG00000111642,1108,CHD4,No
ENSG00000184574,57121,LPAR5,No
ENSG00000111644,84519,ACRBP,No
ENSG00000111653,51147,ING4,No
ENSG00000126746,171017,ZNF384,No
ENSG00000139200,196500,PIANP,No
ENSG00000111652,50813,COPS7A,No
ENSG00000089693,8079,MLF2,No
ENSG00000159335,5763,PTMS,No
ENSG00000089692,3902,LAG3,No
ENSG00000010610,920,CD4,No
ENSG00000250510,27239,GPR162,No
ENSG00000110811,10536,P3H3,No
ENSG00000111664,2784,GNB3,No
ENSG00000111665,83461,CDCA3,No
ENSG00000111667,8078,USP5,No
ENSG00000111669,7167,TPI1,No
ENSG00000111671,84727,SPSB2,No
ENSG00000010626,10233,LRRC23,No
ENSG00000111674,2026,ENO2,No
ENSG00000111676,1822,ATN1,No
ENSG00000111678,113246,C12orf57,No
ENSG00000111679,5777,PTPN6,No
ENSG00000215021,11331,PHB2,No
ENSG00000126749,10436,EMG1,No
ENSG00000111684,10162,LPCAT3,No
ENSG00000182326,716,C1S,No
ENSG00000159403,715,C1R,No
ENSG00000139178,51279,C1RL,No
ENSG00000139194,83758,RBP5,No
ENSG00000139182,9746,CLSTN3,No
ENSG00000139197,5830,PEX5,No
ENSG00000215009,341392,ACSM4,No
ENSG00000177675,283316,CD163L1,No
ENSG00000177575,9332,CD163,No
ENSG00000111701,339,APOBEC1,No
ENSG00000184344,9573,GDF3,No
ENSG00000187569,359787,DPPA3,No
ENSG00000198178,170482,CLEC4C,No
ENSG00000205857,360030,NANOGNB,No
ENSG00000111704,79923,NANOG,No
ENSG00000173262,144195,SLC2A14,No
ENSG00000059804,6515,SLC2A3,Yes
ENSG00000065970,55810,FOXJ2,No
ENSG00000171860,719,C3AR1,No
ENSG00000089818,25977,NECAP1,No
ENSG00000111729,50856,CLEC4A,No
ENSG00000284393,,RP11-266K4.16,No
ENSG00000196946,440077,ZNF705A,No
ENSG00000171847,55138,FAM90A1,No
ENSG00000205846,93978,CLEC6A,No
ENSG00000166527,338339,CLEC4D,No
ENSG00000166523,26253,CLEC4E,No
ENSG00000111732,57379,AICDA,No
ENSG00000197614,8076,MFAP5,No
ENSG00000166532,57494,RIMKLB,No
ENSG00000166535,144568,A2ML1,No
ENSG00000111752,1911,PHC1,No
ENSG00000003056,4074,M6PR,Yes
ENSG00000139187,10219,KLRG1,No
ENSG00000175899,2,A2M,No
ENSG00000126838,5858,PZP,No
ENSG00000111796,3820,KLRB1,No
ENSG00000069493,29121,CLEC2D,No
ENSG00000110848,969,CD69,No
ENSG00000150045,51348,KLRF1,No
ENSG00000110852,9976,CLEC2B,No
ENSG00000256797,100431172,KLRF2,No
ENSG00000188393,387836,CLEC2A,No
ENSG00000172322,160364,CLEC12A,No
ENSG00000165682,51266,CLEC1B,No
ENSG00000256660,387837,CLEC12B,No
ENSG00000197992,283420,CLEC9A,No
ENSG00000150048,51267,CLEC1A,No
ENSG00000172243,64581,CLEC7A,No
ENSG00000173391,4973,OLR1,No
ENSG00000165685,120939,TMEM52B,No
ENSG00000139112,23710,GABARAPL1,No
ENSG00000134539,3824,KLRD1,No
ENSG00000213809,22914,KLRK1,No
ENSG00000255819,,KLRC4-KLRK1,No
ENSG00000183542,8302,KLRC4,No
ENSG00000205810,3823,KLRC3,No
ENSG00000255641,,RP11-277P12.6,No
ENSG00000205809,3822,KLRC2,No
ENSG00000134545,3821,KLRC1,No
ENSG00000180574,255308,EIF2S3B,No
ENSG00000111196,55110,MAGOHB,No
ENSG00000060140,55359,STYK1,No
ENSG00000060138,8531,YBX3,No
ENSG00000121377,50837,TAS2R7,No
ENSG00000121314,50836,TAS2R8,No
ENSG00000121381,50835,TAS2R9,No
ENSG00000231887,5554,PRH1,No
ENSG00000121318,50839,TAS2R10,No
ENSG00000111215,5554,PRR4,No
ENSG00000275778,,PRH1-PRR4,No
ENSG00000212128,50838,TAS2R13,No
ENSG00000134551,5555,PRH2,No
ENSG00000212127,50840,TAS2R14,No
ENSG00000212126,259296,TAS2R50,No
ENSG00000255837,259295,TAS2R20,No
ENSG00000212124,259294,TAS2R19,No
ENSG00000256436,259290,TAS2R31,No
ENSG00000226761,259292,TAS2R46,No
ENSG00000255374,259289,TAS2R43,No
ENSG00000256188,259293,TAS2R30,No
ENSG00000256537,100129361,SMIM10L1,No
ENSG00000186136,353164,TAS2R42,No
ENSG00000197870,5544,PRB3,No
ENSG00000230657,5545,PRB4,No
ENSG00000251655,5542,PRB1,No
ENSG00000121335,653247,PRB2,No
ENSG00000139083,2120,ETV6,No
ENSG00000121380,79370,BCL2L14,No
ENSG00000070018,4040,LRP6,No
ENSG00000111261,54682,MANSC1,No
ENSG00000165714,118426,BORCS5,No
ENSG00000111266,80824,DUSP16,No
ENSG00000111269,1389,CREBL2,No
ENSG00000183150,2842,GPR19,No
ENSG00000111276,1027,CDKN1B,No
ENSG00000178878,81575,APOLD1,No
ENSG00000213782,51202,DDX47,No
ENSG00000013588,9052,GPRC5A,No
ENSG00000111291,55507,GPRC5D,No
ENSG00000013583,50865,HEBP1,No
ENSG00000084444,57613,FAM234B,No
ENSG00000111305,83445,GSG1,No
ENSG00000134531,2012,EMP1,No
ENSG00000273079,2904,GRIN2B,No
ENSG00000171681,55729,ATF7IP,No
ENSG00000121316,79887,PLBD1,No
ENSG00000070019,2984,GUCY2C,No
ENSG00000197837,121504,H4-16,No
ENSG00000246705,55766,H2AJ,No
ENSG00000084463,51729,WBP11,No
ENSG00000182993,144608,C12orf60,No
ENSG00000179256,440087,SMCO3,No
ENSG00000111339,420,ART4,No
ENSG00000111341,4256,MGP,No
ENSG00000139055,121506,ERP27,No
ENSG00000111348,397,ARHGDIB,No
ENSG00000139053,5149,PDE6H,No
ENSG00000134533,85004,RERG,No
ENSG00000151490,5800,PTPRO,No
ENSG00000151491,2059,EPS8,No
ENSG00000023734,11171,STRAP,No
ENSG00000023697,51071,DERA,No
ENSG00000188991,729025,SLC15A5,No
ENSG00000008394,4257,MGST1,No
ENSG00000048540,55885,LMO3,No
ENSG00000111404,79785,RERGL,No
ENSG00000139144,5288,PIK3C2G,No
ENSG00000139151,89869,PLCZ1,No
ENSG00000177938,93661,CAPZA3,No
ENSG00000052126,54477,PLEKHA5,No
ENSG00000139154,121536,AEBP2,No
ENSG00000172572,5139,PDE3A,No
ENSG00000139155,53919,SLCO1C1,No
ENSG00000111700,28234,SLCO1B3,No
ENSG00000257046,115072896,SLCO1B3-SLCO1B7,No
ENSG00000257062,,RP11-125O5.2,No
ENSG00000134538,10599,SLCO1B1,No
ENSG00000084453,6579,SLCO1A2,No
ENSG00000121351,3375,IAPP,No
ENSG00000121350,79912,PYROXD1,No
ENSG00000004700,5965,RECQL,No
ENSG00000111711,51026,GOLT1B,No
ENSG00000134548,80763,SPX,No
ENSG00000111713,2998,GYS2,No
ENSG00000285854,,RP11-501E24.9,No
ENSG00000111716,3945,LDHB,No
ENSG00000121361,3764,KCNJ8,No
ENSG00000069431,10060,ABCC9,No
ENSG00000111726,55907,CMAS,Yes
ENSG00000111728,6489,ST8SIA1,Yes
ENSG00000111731,9847,C2CD5,No
ENSG00000139163,55500,ETNK1,No
ENSG00000134532,6660,SOX5,No
ENSG00000060982,586,BCAT1,No
ENSG00000118308,4033,IRAG2,No
ENSG00000118307,55259,CFAP94,No
ENSG00000205707,144363,ETFRF1,No
ENSG00000133703,3845,KRAS,No
ENSG00000152936,160492,LMNTD1,No
ENSG00000123094,11228,RASSF8,No
ENSG00000123095,79365,BHLHE41,No
ENSG00000123096,8082,SSPN,No
ENSG00000123104,3709,ITPR2,No
ENSG00000064102,55726,INTS13,No
ENSG00000111790,26127,FGFR1OP2,No
ENSG00000064115,51768,TM7SF3,No
ENSG00000152944,9412,MED21,No
ENSG00000214700,728858,C12orf71,No
ENSG00000211455,23012,STK38L,No
ENSG00000029153,56938,ARNTL2,No
ENSG00000165935,341346,SMCO2,No
ENSG00000110841,8496,PPFIBP1,No
ENSG00000174236,387849,REP15,No
ENSG00000061794,60488,MRPS35,No
ENSG00000205693,100287284,MANSC4,No
ENSG00000087448,57542,KLHL42,No
ENSG00000087494,5744,PTHLH,No
ENSG00000123106,55297,CCDC91,No
ENSG00000064763,55711,FAR2,No
ENSG00000087502,51290,ERGIC2,No
ENSG00000187950,341350,OVCH1,No
ENSG00000133687,83857,TMTC1,Yes
ENSG00000133704,10526,IPO8,No
ENSG00000110888,65981,CAPRIN2,No
ENSG00000110900,441631,TSPAN11,No
ENSG00000013573,1663,DDX11,No
ENSG00000139146,58516,SINHCAF,No
ENSG00000170456,160518,DENND5B,No
ENSG00000233381,,AK4P3,No
ENSG00000139160,254013,ETFBKMT,No
ENSG00000151743,196394,AMN1,No
ENSG00000188375,440093,H3-5,No
ENSG00000174718,55196,RESF1,No
ENSG00000151746,636,BICD1,No
ENSG00000139132,121512,FGD4,No
ENSG00000087470,10059,DNM1L,No
ENSG00000139131,51067,YARS2,No
ENSG00000057294,5318,PKP2,No
ENSG00000110975,341359,SYT10,No
ENSG00000139133,84920,ALG10,Yes
ENSG00000175548,144245,ALG10B,Yes
ENSG00000139117,144402,CPNE8,No
ENSG00000139116,55605,KIF21A,No
ENSG00000173208,225,ABCD2,No
ENSG00000180116,283461,C12orf40,No
ENSG00000151229,114134,SLC2A13,No
ENSG00000188906,120892,LRRK2,No
ENSG00000205592,283463,MUC19,No
ENSG00000018236,1272,CNTN1,No
ENSG00000165966,29951,PDZRN4,No
ENSG00000151233,283464,GXYLT1,Yes
ENSG00000015153,10138,YAF2,No
ENSG00000134283,51535,PPHLN1,No
ENSG00000139168,85437,ZCRB1,No
ENSG00000139174,144165,PRICKLE1,No
ENSG00000173157,80070,ADAMTS20,No
ENSG00000129317,83448,PUS7L,No
ENSG00000198001,51135,IRAK4,No
ENSG00000151239,5756,TWF1,No
ENSG00000139173,84216,TMEM117,No
ENSG00000184613,4753,NELL2,No
ENSG00000185610,440097,DBX2,No
ENSG00000177119,196527,ANO6,No
ENSG00000189079,196528,ARID2,No
ENSG00000139218,9169,SCAF11,No
ENSG00000111371,81539,SLC38A1,No
ENSG00000134294,54407,SLC38A2,No
ENSG00000139209,55089,SLC38A4,No
ENSG00000139211,347902,AMIGO2,No
ENSG00000179715,91523,PCED1B,No
ENSG00000005175,79657,RPAP3,No
ENSG00000111405,8909,ENDOU,No
ENSG00000079337,10411,RAPGEF3,No
ENSG00000211584,55652,SLC48A1,No
ENSG00000061273,51564,HDAC7,No
ENSG00000111424,7421,VDR,No
ENSG00000134291,79022,TMEM106C,No
ENSG00000139219,1280,COL2A1,No
ENSG00000079387,29843,SENP1,No
